,text,label
1239,Whites in all their glory against impossibly large hordes of non-whites .,hate
1240,No wonder Lord Of The Rings is so hated by our social engineers .,noHate
1241,YouTube - & #x202a ; Rohirrim charges at Helmsdeep & #x202c ; & lrm ;,noHate
1242,Very informative .,noHate
1243,I 'll have to reread it a few more times to get it clear but thanks for posting this .,noHate
1244,I heard that some black people pretend to be ghetto because they have no money and they live in the ghetto .,noHate
1245,But that 's just a rumour,noHate
1246,"I think that World Star Hip Hop should be mandatory viewing for every single white person on the planet , period .",noHate
1247,The raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .,hate
1248,This disgusting negro makes us ( white people ) look bad .,hate
1249,He should be flagged and reported. skyyjohn 's Channel - YouTube EstablishedMen.com sent me on a blind date !,hate
1250,- YouTube,noHate
1251,Good thing there are the zionist police to keep me from coming and taking everything you have earned with your arrogance .,noHate
1252,"I actually have a college degree , but choose not to make a living with it because I cannot sit at a desk in front of a computer all day .",noHate
1253,It makes me tired .,noHate
1254,The cologne was under the seat .,noHate
1255,Thieves and liars always think you 're stealing and lying .,noHate
1256,& #x202a ; Father And Son Assault Leads To Death & #x202c ; & rlm ; - YouTube,noHate
1257,"Many years ago maybe , there 's no ammo for them anyway , rather send a donation of a few thousand M4 's",noHate
1258,More black-on-white crime : YouTube - Black Students Attack White Man For Eating Dinner With Black Man YouTube - Black Attack On White Hopkins Researcher Planned,noHate
1259,"More Negro rioting , this time at a Black Panther Party rally : YouTube - NYPD Vs Black People , ( Macon st riot ) YouTube - NBPP vs NYPD",noHate
1260,YouTube - Black savages bake puppy alive !!,noHate
1261,YouTube - DOG SET ON FIRE WHILE GIVING BIRTH YouTube - Animal Abuse at Child Care Center In Chicago Ghetto,noHate
1262,Immigrants will go to White countries for other reasons than just economics .,noHate
1263,Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,hate
1264,Absolute Vodka as a company is anti White as they 're a sponsor for RuPaul 's Drag race and a huge advocate for the LGBT community as well as is the first company to ever sponsor a gay party back in the 70 's : Behind the Scenes of Absolut Vodka Cocktail Perfected - YouTube,noHate
1265,i joined this site just a few hours ago but ive been visiting for a while before hand .. very interesting topics things you just dont see in mainstream anymore .. actualy what the hell am i saying never ever seen in main stream EVER ... its a damn shame ...,noHate
1266,All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,hate
1267,"Put your cursor on the American Dissidents Voices tab and click on it , not the links in the menu which drops down .",noHate
1268,I tried to find this crappy commercial on YouTube when it first came out so I could post it here .,noHate
1269,Anything goes these days to make Whites look like total jack asses .,noHate
1270,Look at the preservative crap they are eating too .,noHate
1271,Most of my food is meat and produce .,noHate
1272,Never ever do our groceries look like this .,noHate
1273,I do n't even like buying cartons of juice !,noHate
1274,This is the biggest problem which faces our race today as more non white immigrants move in whites dont want to live in or near their ghettos .,noHate
1275,"We all know that when their are too many ethnics , the neighbourhood soon turn 's into a slum .",hate
1276,The media also promotes race mixing as cool !,noHate
1277,I have seen young white girl 's and boy 's acting like blacks with their baggy pant 's and their hip hop .,noHate
1278,Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,hate
1279,"Bessie Mae Whyman The Orange County grand jury indicted Anthony Darnell Wade , 26 , of Los Angeles last year of several felony counts .",noHate
1280,"[ UPDATED : ] Bessie Whyman , OC Homicide No. 3 : 84-Year-Old Robbed , Tortured and Murdered - Orange County News - Navel Gazing",noHate
1281,"Video: Black pack attack http://www.worldstarhiphop.com/video ... tI6vq3R26UYif8 Pack of blacks attack teen White girl in restaurant , drag her by her hair into the parking lot , beat her ; refuse to allow her back into the restaurant , continue to beat her while black onlookers laugh at her humiliation , pain and suffering .",noHate
1282,More black-on-white hate crime videos are posted here : http://ethniccrime.blogspot.com/p/ra...-on-video.html,noHate
1283,"David Allen Snyder , age 26 , died on October 18 , 2009 at his residence in Findlay , Ohio R.I.P. David Allen Snyder Obituary at Coldern Crates Funeral Homes The jury took only about four hours Tuesday afternoon and early evening to convict Cornelius Patterson Junior of the October , 2009 murder of 26-year-old David Snyder in a Jennifer Lane apartment complex where both men lived .",noHate
1284,1330 WFIN News with Tom Sheldon and Scott Jennings - Findlay Ohio,noHate
1285,"This thread has reduced me to tears so many times that I sometimes avoid it , and yet i thank the OP for it",noHate
1286,"Thor Soderberg , 43 , was shot and killed at 61st and Racine .",noHate
1287,White Chicago Cop Killed With His Own Gun In Attack From Behind - NNN Reporters Newsroom Forum R.I.P.,noHate
1288,"A mentally-ill Orthodox cantor who told jurors he was `` The Michael Jackson of Jewish music '' was sentenced in Manhattan yesterday to at least a year in prison for swindling a Washington Heights woman out of $ 36,000 .",noHate
1289,"Victim Judy Burstein , 55 , had met the singer , Michoel Streicher , 50 , at his performances five years ago in Rockland County , Brooklyn and Lakewood , NJ .",noHate
1290,"Streicher posed as a rabbi , then took her money -- promising to use it to purchase a torah , but instead pocketing it , a jury found in convicting him of grand larceny in April .",noHate
